"X","tweet","date","DailyChange","angryf","anticipationf","disgustf","fearf","joyf","sadnessf","surprisef","trustf","negativef","positivef","langryf","lanticipationf","ldisgustf","lfearf","ljoyf","lsadnessf","lsurprisef","ltrustf","lnegativef","lpositivef"
64,"at point count atom dispense we many close tower team support contractor orbital precession take long time with starship hopefully direct inject target orbit","2021-07-28",0.0043,0,0.0833333333333333,0,0,0,0,0,0.0833333333333333,0,0.125,0,0.0800427076735364,0,0,0,0,0,0.0800427076735364,0,0.117783035656383
65,"mass orbit fundamental metric make life matter one starship lift falcon single flight wow indeed giant mosquito around so many tube raptor major improvement also increase thrust ton ton long term goal engine cost ton thrust and primary fuel line the maze secondary plumbing wire great concern yeah team crank hard i mean course complete feed system raptor rocket engine super heavy booster win sh feel long ago true i talk friend electric car constantly college peter j beck congratulation","2021-07-29",-0.0083,0.025,0.025,0.0125,0.0125,0.05,0.0125,0,0.0875,0.025,0.1125,0.0246926125903714,0.0246926125903714,0.0124225199985571,0.0124225199985571,0.048790164169432,0.0124225199985571,0,0.083881483980702,0.0246926125903714,0.106609735058258
66,"stem fee that right civilization power small earth solar panel hard believe year already those goal actually precede creation many year go back probably i college however time i think chance achieve goal low i ask reporter i optimistic pessimistic future that answer extremely tough year every level it difficult","2021-08-02",0.0131,0.02,0.02,0,0.02,0.02,0.02,0.02,0.08,0.06,0.1,0.0198026272961797,0.0198026272961797,0,0.0198026272961797,0.0198026272961797,0.0198026272961797,0.0198026272961797,0.0769610411361284,0.0582689081239758,0.0953101798043249
67,"mar look amazing we steal idea karate pitch control require force yaw much force roll also grid fin closer wake booster less effective however pretty good aero control technically achieve grid fin effect accuracy thank sandy super heavy booster move orbital launch mount very close real arm able move descent match exact booster position catch point side case catch want hit launch mount booster transfer back launch mount next flight design hour turnaround","2021-08-03",0.0018,0.0547945205479452,0.0684931506849315,0,0.0684931506849315,0.0410958904109589,0.0410958904109589,0.0410958904109589,0.0684931506849315,0.0821917808219178,0.10958904109589,0.0533459807052927,0.0662493855412007,0,0.0662493855412007,0.0402738991379399,0.0402738991379399,0.0402738991379399,0.0662493855412007,0.0789884113186303,0.103989713524048
68,"id aa i great admiration engineering ability what armadillo incredible i try convince many time join always decline sigh future rocket quite ready yet move rocket orbital launch pad","2021-08-04",0.0071,0.0689655172413793,0.137931034482759,0,0,0.0344827586206897,0,0,0.0689655172413793,0.0344827586206897,0.206896551724138,0.0666913744986721,0.129211731480006,0,0,0.0339015516756814,0,0,0.0666913744986721,0.0339015516756814,0.18805223150294
69,"reality total opposite detractor say big challenge recruit enough people build car bay area essentially negative unemployment people factory several job offer if treat well would leave immediately once operational wind rarely issue wind high today look like wind speed low enough stack early tomorrow morning remain tile way irony indeed aim stack ship booster today","2021-08-05",-0.0038,0.0357142857142857,0.0714285714285714,0.0178571428571429,0.0357142857142857,0.0178571428571429,0.0357142857142857,0.0535714285714286,0.0178571428571429,0.0892857142857143,0.0892857142857143,0.0350913198112702,0.0689928714869514,0.0176995770994009,0.0350913198112702,0.0176995770994009,0.0350913198112702,0.0521857531705702,0.0176995770994009,0.0855221734381619,0.0855221734381619
70,"believe future","2021-08-09",3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"yeah important bear mind production fast slow part unique part car","2021-08-10",0.0038,0.0909090909090909,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0,0.272727272727273,0.0870113769896297,0.0870113769896297,0,0.0870113769896297,0,0.0870113769896297,0,0.0870113769896297,0,0.241162056816888
72,"i recommend get first plant work it insanely difficult reach volume production affordable unit cost it gon na awesome","2021-08-11",-0.0021,0,0.0526315789473684,0,0.0526315789473684,0,0,0,0.0526315789473684,0,0.105263157894737,0,0.0512932943875505,0,0.0512932943875505,0,0,0,0.0512932943875505,0,0.100083458556982
73,"the stay power bad idea astonish note refill refuel propellant liquid oxygen fuel","2021-08-12",0.002,0.0769230769230769,0,0.0769230769230769,0.0769230769230769,0,0,0.0769230769230769,0,0.0769230769230769,0,0.0741079721537218,0,0.0741079721537218,0.0741079721537218,0,0,0.0741079721537218,0,0.0741079721537218,0
74,"no bottom static aero push engine section back counteract starship low center mass cause engine section aim deg angle attack high heat portion flight don want engine blast plasma zone astronomy low center mass bit like ship booster same engineer fee probably slightly forward small inward no funny look static aero top static aero longer directly flow","2021-08-18",-0.0156,0.0526315789473684,0.0350877192982456,0,0.0350877192982456,0,0.0175438596491228,0.0175438596491228,0.0701754385964912,0.087719298245614,0.105263157894737,0.0512932943875505,0.0344861760711694,0,0.0344861760711694,0,0.0173917427118692,0.0173917427118692,0.0678225963387611,0.0840831172105414,0.100083458556982
75,"our license application pending many country hop serve earth soon ancient doge now serve terminal ship nine ring mortal men beta actually great autopilot ai team rally improve fast possible we try single stack highway city street require massive retrain the gun august it basically plot new there profound difference single planet specie if able visit star one day may discover many long dead single planet civilization to extend light consciousness","2021-08-23",0.0062,0.0140845070422535,0.0563380281690141,0,0.028169014084507,0.028169014084507,0,0.0140845070422535,0.0845070422535211,0.0845070422535211,0.112676056338028,0.0139862419747399,0.054808236494995,0,0.0277795641070757,0.0277795641070757,0,0.0139862419747399,0.0811255448123683,0.0811255448123683,0.106767975425706
76,"nothing perfect it amazing standard aim safe average human driver can wait new high bay","2021-08-24",-0.0021,0,0.133333333333333,0,0,0.133333333333333,0,0,0.133333333333333,0.0666666666666667,0.133333333333333,0,0.125163142954006,0,0,0.125163142954006,0,0,0.125163142954006,0.0645385211375712,0.125163142954006
77,"nice we beta go week point release week it completely retrain need another week tune bug fix best guess public beta button week","2021-08-25",-0.0041,0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0,0.0434782608695652,0,0,0.0434782608695652,0.0869565217391304,0,0.0425596144187959,0.0425596144187959,0.0425596144187959,0,0.0425596144187959,0,0,0.0425596144187959,0.083381608939051
78,"our intent pack product experience roughly equivalent nickel iron i personally slightly opt iron pack want charge whereas nickel","2021-08-26",0.0055,0,0,0,0,0,0,0,0.105263157894737,0,0.105263157894737,0,0,0,0,0,0,0,0.100083458556982,0,0.100083458556982
79,"no worry situation control true thank bring expedite service center opening have try mobile service come beta come soon be watch star war bad batch baby x wait season stop projecting","2021-08-30",0.0029,0.032258064516129,0.161290322580645,0.032258064516129,0.129032258064516,0.0967741935483871,0,0.0645161290322581,0.0967741935483871,0.129032258064516,0.129032258064516,0.0317486983145803,0.149531733970964,0.0317486983145803,0.121360857004267,0.0923733201310151,0,0.0625203569813339,0.0923733201310151,0.121360857004267,0.121360857004267
80,"just figure regulatory approval process","2021-08-31",-0.0022,0,0,0,0.2,0,0,0,0,0.2,0.2,0,0,0,0.182321556793955,0,0,0,0,0.182321556793955,0.182321556793955
81,"i berlin paint shop talk team last visit it gon na great but bear mind take year new factory reach volume production production super hard work i great respect they shake fist sky our new crane year super crazy supply chain shortage matter new product none would ship assume drama new roadster ship research space station great shot maybe head space laser technically data packet need touch regular data flow user terminal satellite user terminal our satellite launch next month inter satellite laser link local need probably active month file legal action actually full time job he consider spend money actual lunar lander hardware instead shady lobbyist","2021-09-01",6e-04,0.0467289719626168,0.0747663551401869,0,0.0654205607476635,0.0280373831775701,0.0186915887850467,0.0560747663551402,0.0654205607476635,0.0747663551401869,0.168224299065421,0.0456700368331883,0.0721032939013439,0,0.0633696139325892,0.0276515313305099,0.0185190477672375,0.0545589842504344,0.0633696139325892,0.0721032939013439,0.155484902840395
82,"i ur welcome nice human smoke ham good progress apply information theory currency information low fee reduce noise faster consistent sync time improve latency jitter the robot come anyway boston dynamic clearly show i able ensure robot make company safe i try best in general i believe government rarely impose upon people aspire maximize cumulative happiness that say i would prefer stay politics","2021-09-02",-2e-04,0.0317460317460317,0.111111111111111,0,0.0158730158730159,0.0952380952380952,0.0317460317460317,0,0.111111111111111,0.0476190476190476,0.158730158730159,0.0312525435041043,0.105360515657826,0,0.0157483569681391,0.0909717782057268,0.0312525435041043,0,0.105360515657826,0.0465200156348929,0.147324714756858
83,"thanks what favorite tea and work gon na sue death","2021-09-07",0.0115,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.182321556793955,0.0953101798043249,0.0953101798043249,0.0953101798043249,0.0953101798043249,0.0953101798043249,0.182321556793955,0.0953101798043249,0.182321556793955,0.0953101798043249
84,"that sum well","2021-09-08",-6e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"track update probably week away i know i know also thing good third party shop next modify plaid add aero surface carbon brake track tire thing do without loop model s plaid set official world speed record production electric car completely unmodified directly factory maybe dot product","2021-09-09",0.0063,0,0.0851063829787234,0,0,0.0425531914893617,0.0638297872340425,0,0.0425531914893617,0,0.106382978723404,0,0.0816780310142671,0,0,0.0416726964005681,0.0618754037180875,0,0.0416726964005681,0,0.101096116871369
86,"it hard overstate criticality rocket no less important aircraft car bicycle essential humanity become specie backup biosphere","2021-09-14",7e-04,0.0588235294117647,0,0,0,0.0588235294117647,0,0,0.117647058823529,0,0.235294117647059,0.0571584138399486,0,0,0,0.0571584138399486,0,0,0.111225635110224,0,0.211309093667207
87,"rip sir i love computer just speak crew all well mission like help advance enable ultimately anyone go orbit beyond jack that safe word maneuverability important safety thanks thank","2021-09-16",2e-04,0,0.0689655172413793,0,0.0344827586206897,0.103448275862069,0.0344827586206897,0,0.206896551724138,0,0.275862068965517,0,0.0666913744986721,0,0.0339015516756814,0.0984400728132525,0.0339015516756814,0,0.18805223150294,0,0.243622082657751
88,"yet decide fourth location","2021-09-20",0.0063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"good point could enable visualization control will enable option hopefully next month solve last cone issue","2021-09-21",0.0056,0,0.0625,0,0,0.0625,0.0625,0,0.1875,0,0.25,0,0.0606246218164348,0,0,0.0606246218164348,0.0606246218164348,0,0.171850256926659,0,0.22314355131421
90,"so pointy super important doge fee drop make thing like buy movie viable truth berlin help lot that would break budget ai use last year birth rate collapse big threat human civilization we always flight readiness review this argument make sense truth logistics truth exactly shanghai make car export first half quarter car far away part china car nearby part china net result crazy wave delivery end quarter it tough team hop reduce wave","2021-09-22",0.0041,0.0540540540540541,0.0540540540540541,0.027027027027027,0.0675675675675676,0.027027027027027,0.0135135135135135,0.0405405405405405,0.121621621621622,0.0945945945945946,0.121621621621622,0.0526437334854219,0.0526437334854219,0.0266682470821613,0.0653827592628517,0.0266682470821613,0.0134230203321408,0.0397403286495141,0.114775514592428,0.0903840614682689,0.114775514592428
91,"if tile super thin get hot plasma edge tile create that say i entirely convince do several overlap scale metal sheet insulator scale armor primary structure head tank vent knock tile peak option package peak of course","2021-09-27",-0.0053,0.0540540540540541,0.027027027027027,0,0.027027027027027,0.027027027027027,0,0,0.0810810810810811,0,0.162162162162162,0.0526437334854219,0.0266682470821613,0,0.0266682470821613,0.0266682470821613,0,0,0.0779615414697119,0,0.150282203049338
92,"hamster mad this serious concern","2021-09-28",0.0029,0.2,0,0.2,0.2,0,0,0.2,0,0.2,0,0.182321556793955,0,0.182321556793955,0.182321556793955,0,0,0.182321556793955,0,0.182321556793955,0
93,"great work no guarantee i think this big part i mean long term competitive advantage manufacture technology verge sue allow compete bo sue stop competition maxwell incredible really","2021-09-29",-4e-04,0.0714285714285714,0.107142857142857,0,0.0357142857142857,0,0,0.0714285714285714,0.0357142857142857,0.142857142857143,0.107142857142857,0.0689928714869514,0.101782694309942,0,0.0350913198112702,0,0,0.0689928714869514,0.0350913198112702,0.133531392624523,0.101782694309942
94,"hello space station great pic that wave","2021-09-30",0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,"this extremely difficult huge prop engineering supply chain production key supplier","2021-10-04",0.0042,0,0.0909090909090909,0,0.0909090909090909,0,0,0,0,0,0.272727272727273,0,0.0870113769896297,0,0.0870113769896297,0,0,0,0,0,0.241162056816888
96,"f always pay debt","2021-10-05",-0.0056,0,0.25,0,0,0.25,0,0.25,0.25,0.25,0.25,0,0.22314355131421,0,0,0.22314355131421,0,0.22314355131421,0.22314355131421,0.22314355131421,0.22314355131421
97,"i die supersonic electric jet add work make","2021-10-07",0.0033,0,0,0,0.125,0.125,0.125,0.125,0,0.125,0.125,0,0,0,0.117783035656383,0.117783035656383,0.117783035656383,0.117783035656383,0,0.117783035656383,0.117783035656383
98,"writer all currently show wood clad actually starship hard problem not mention warm latency","2021-10-11",0.0114,0,0,0,0.0714285714285714,0,0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0,0,0,0.0689928714869514,0,0,0.0689928714869514,0.0689928714869514,0.0689928714869514,0.0689928714869514
99,"laser manic marge maybe next week we like get expand beta manic marge always agree try get approval need offer insurance extremely difficult come production supply chain logistics hard","2021-10-12",0.0059,0,0.0344827586206897,0,0.0344827586206897,0,0,0,0.0344827586206897,0,0.206896551724138,0,0.0339015516756814,0,0.0339015516756814,0,0,0,0.0339015516756814,0,0.18805223150294
100,"pretty much fan art best improve many people life great game","2021-10-14",0.0066,0,0.272727272727273,0,0,0.272727272727273,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.272727272727273,0,0.241162056816888,0,0,0.241162056816888,0.0870113769896297,0.0870113769896297,0.167054084663166,0,0.241162056816888
101,"","2021-10-18",0.0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"odd they require law design easy remove owner engineer fee","2021-10-19",0.0012,0.2,0,0,0.1,0,0,0.1,0.1,0.2,0,0.182321556793955,0,0,0.0953101798043249,0,0,0.0953101798043249,0.0953101798043249,0.182321556793955,0
103,"well starship would ton orbit expendable ton fully nod the day go wide release one big asset value increase history full rapid holy grail orbital rocketry most big company tech turned place talent go die","2021-10-20",-0.0113,0,0,0,0.0285714285714286,0,0.0285714285714286,0.0285714285714286,0.0285714285714286,0.0285714285714286,0.142857142857143,0,0,0,0.0281708769666962,0,0.0281708769666962,0.0281708769666962,0.0281708769666962,0.0281708769666962,0.133531392624523
104,"this cool beat we","2021-10-21",0.0017,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.22314355131421
105,"i like express appreciation autopilot engineering work round clock weekend resolve problem sorry beta user trouble issue turn power save mode interact our internal fleet see car constantly use rarely enter power save mode internal test case go forward strange move valuation much production ramp problem demand problem wild indeed intend useful advice base extremely painful experience attack way trivial compare scale production supply chain if solve achieve positive gross margin next nightmare start second new vehicle line first work divide resource amplify probability failure hertz that feature come","2021-10-25",-2e-04,0.0337078651685393,0.0561797752808989,0.0337078651685393,0.0898876404494382,0.0449438202247191,0.0112359550561798,0.0786516853932584,0.0898876404494382,0.134831460674157,0.112359550561798,0.0331522073169006,0.054658412537864,0.0331522073169006,0.086074608771243,0.0439631234211162,0.0111733005981253,0.0757118217356964,0.086074608771243,0.12648414710912,0.10648348040245
106,"i feel like happen time i like avocado toast pro level coffee cuisine amaze job","2021-10-26",0.0208,0,0.133333333333333,0,0,0.0666666666666667,0.0666666666666667,0,0.0666666666666667,0,0.2,0,0.125163142954006,0,0,0.0645385211375712,0.0645385211375712,0,0.0645385211375712,0,0.182321556793955
107,"u federal debt climb fast u national debt billion per taxpayer even tax billionaire would make small dent number obviously rest must come general public this basic math spending real problem raj raj you also talk car speaker great practical joke tentative plan start afternoon next week if see concern pause investigate might take day everyone safety get beta leave turn across fast traffic stop gate ai team great work will get superhuman good upcoming release note slow rate release go forward first fleet employee car day slowly release car external beta aft that math incorrect still lot device per second i guess reach car year would one every second accord estimate tax cover trillion spending bill where come the answer if i send doge promise send doge","2021-10-27",0.0293,0,0.03125,0,0.0078125,0.015625,0.0234375,0.046875,0.0625,0.0703125,0.09375,0,0.0307716586667537,0,0.00778214044205495,0.0155041865359653,0.0231670592815344,0.0458095360312942,0.0606246218164348,0.0679506619085078,0.0896121586896871
108,"gateway mar always pay debt cover story tax expert say sure claim unrealized donation legal admit government print fake money tax nonexistent profit nothing real","2021-10-28",0.0045,0.04,0.08,0,0.04,0.08,0.04,0.12,0.28,0.24,0.24,0.0392207131532813,0.0769610411361284,0,0.0392207131532813,0.0769610411361284,0.0392207131532813,0.113328685307003,0.246860077931526,0.215111379616945,0.215111379616945
109,"almost finish j storm steel intense great book it way eventually bit everything true externalize responsibility if able buy absolutely he talk like limited dialogue tree he look good even year old both factory fail shut long ago strange thing brag literally tell real deep fake","2021-11-01",-0.0407,0.0869565217391304,0.0652173913043478,0.0434782608695652,0.0217391304347826,0.0869565217391304,0.0652173913043478,0.0217391304347826,0.108695652173913,0.108695652173913,0.130434782608696,0.083381608939051,0.0631789016215317,0.0425596144187959,0.0215062052209637,0.083381608939051,0.0631789016215317,0.0215062052209637,0.103184236235231,0.103184236235231,0.122602322092332
110,"how doge he would make great his judgment what right sigh me","2021-11-02",0.0045,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0.0800427076735364,0,0,0,0
111,"not yet they post transaction ledger must somewhere and mar true so","2021-11-03",0.0169,0,0,0,0,0.0833333333333333,0,0,0.166666666666667,0.0833333333333333,0.0833333333333333,0,0,0,0,0.0800427076735364,0,0,0.154150679827258,0.0800427076735364,0.0800427076735364
112,"seem way publish transaction ledger would clarify matter we post finer grain detail improvement go forward exactly improve memory cause prediction converge reduce jitter writer in future use automatically sync preference","2021-11-04",-0.0016,0,0.0645161290322581,0,0,0.0645161290322581,0,0,0.0967741935483871,0,0.161290322580645,0,0.0625203569813339,0,0,0.0625203569813339,0,0,0.0923733201310151,0,0.149531733970964
113,"really come iron cathode medium range vehicle stationary storage v nickel cathode long range vehicle important the starship fleet design achieve time orbit rocket earth combine almost one true actually ton aim ton that say china launch mass orbit extremely impressive","2021-11-08",0.0092,0.024390243902439,0.0731707317073171,0,0,0.0487804878048781,0,0,0.0975609756097561,0.024390243902439,0.146341463414634,0.0240975515790605,0.0706175672139534,0,0,0.0476280489892547,0,0,0.093090423066012,0.0240975515790605,0.136575535005751
114,"new slogan fight right steal money worker interestingly however average power density sun comparable compost heap human power dense sun big there many good cause main reason accumulate capital the resource i consume personally low space station commercial crew en a describe the moon harsh mistress great book linear accelerator would great moon earth gravity high atmosphere dense accelerator good solution v booster space station commercial crew en still blow mind real","2021-11-10",0.0326,0.0555555555555556,0.0694444444444444,0.0277777777777778,0.0277777777777778,0.0694444444444444,0.0694444444444444,0.0138888888888889,0.111111111111111,0.0555555555555556,0.125,0.0540672212702758,0.0671393028376285,0.0273989741881143,0.0273989741881143,0.0671393028376285,0.0671393028376285,0.0137933221323358,0.105360515657826,0.0540672212702758,0.117783035656383
115,"i hope able achieve high production cash flow that true test there hundred automotive electric combustion reach high volume production positive cash flow past year","2021-11-11",-0.0151,0.08,0.2,0,0.08,0.24,0.08,0,0.2,0,0.4,0.0769610411361284,0.182321556793955,0,0.0769610411361284,0.215111379616945,0.0769610411361284,0,0.182321556793955,0,0.336472236621213
116,"business burry broken clock the hard work u fish wildlife park wildlife much appreciate well strong local support county south padre normal money actually bunch ancient run batch mode edit money whenever want exactly yes major source dilution all employee receive stock year employee that loophole seem questionable i majority control first year car company need lots capital i around despite put much i could along way agree tax best apply especially extravagant consumption whereas capital allocation tax reduce good service output actually bad people probable capital allocation skill low original creator i favor estate tax like tax regret his stance bold how know kidnap alien much think fair do seem reasonable","2021-11-15",-0.0099,0.0446428571428571,0.0357142857142857,0.0267857142857143,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0714285714285714,0.0446428571428571,0.0982142857142857,0.0714285714285714,0.0436750635026616,0.0350913198112702,0.0264332570681554,0.0350913198112702,0.0350913198112702,0.0350913198112702,0.0689928714869514,0.0436750635026616,0.093685484077323,0.0689928714869514
117,"indeed over time generate hundred billion government term employee income tax product sale tax property tax addition profit taxation accurate thread","2021-11-16",0.0083,0,0.0952380952380952,0,0.0476190476190476,0.0476190476190476,0,0.19047619047619,0.0952380952380952,0.238095238095238,0.0952380952380952,0,0.0909717782057268,0,0.0465200156348929,0.0465200156348929,0,0.174353387144778,0.0909717782057268,0.213574100298059,0.0909717782057268
118,"accept bad case outcome assign probability usually low now think good thing life assign probability many certain bring anxiety fear conscious mind sap limbic emotional strength cheery fatalism effective","2021-11-17",0.0161,0.103448275862069,0.172413793103448,0.0344827586206897,0.137931034482759,0.0689655172413793,0.0344827586206897,0.137931034482759,0.103448275862069,0.172413793103448,0.172413793103448,0.0984400728132525,0.159064694629687,0.0339015516756814,0.129211731480006,0.0666913744986721,0.0339015516756814,0.129211731480006,0.0984400728132525,0.159064694629687,0.159064694629687
119,"yes true it great change tune day truth try damn hard kill electric car if competitive pressure would nothing exactly indeed sigh bottom leave rock be real it hard find good source relatively objective news day any suggestion","2021-11-18",0.0023,0.0263157894736842,0.0526315789473684,0.0263157894736842,0.0526315789473684,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.131578947368421,0.131578947368421,0.184210526315789,0.0259754864032607,0.0512932943875505,0.0259754864032607,0.0512932943875505,0.0759859069779221,0.0759859069779221,0.0759859069779221,0.123613955967177,0.123613955967177,0.169076330043934
120,"true and i talk manager the sheer physicality change brain sleep serious neurodegenerative disease much high people realize we need theme party aim international travel restriction lift meant say county sigh airport part require additional federal approval transform it either traffic forever tunnel try first operational tunnel convention center the city approve full tunnel network connect major hotel convention center airport interesting eye long term ship would land tower arm like booster unlikely early ship intact get orbit first try would major win serious allegation deserve serious response","2021-11-22",0.0092,0.0454545454545455,0.0795454545454545,0.0113636363636364,0.0340909090909091,0.0227272727272727,0,0.0227272727272727,0.0795454545454545,0.0340909090909091,0.181818181818182,0.0444517625708338,0.0765400771223344,0.0112995552539335,0.0335226920386436,0.0224728558520586,0,0.0224728558520586,0.0765400771223344,0.0335226920386436,0.167054084663166
121,"exactly sigh sound good it simulate anywhere need focus one region beta expand geographically country canada lot different u different enough high performance code c use compiler maximize frame rate we use python custom library fast convert c fast execution new run real world video world simulator evaluate performance i use try one point many hoop jump inconvenience personally just raise issue behalf doge holder our temporal spatial memory surround video auto label back everything knit together c single frame manual still much improve","2021-11-23",-0.0258,0.0119047619047619,0.0357142857142857,0,0.0119047619047619,0.0357142857142857,0.0119047619047619,0.0119047619047619,0.0714285714285714,0.0238095238095238,0.0952380952380952,0.0118344576470028,0.0350913198112702,0,0.0118344576470028,0.0350913198112702,0.0118344576470028,0.0118344576470028,0.0689928714869514,0.023530497410194,0.0909717782057268
122,"just drop friend pool humanity shall return oh man year supply chain nightmare i provide product next earnings call reach far post apocalyptic future bring technology intentionally insane technology variable gain steer wire yoke would ideal acid test new interface use week see still want old version after use yoke week i want wheel yoke unobstructed view screen a lot happen year benefit greatly talent it still intense slightly less past","2021-11-29",0.0065,0.028169014084507,0.028169014084507,0.0140845070422535,0.0422535211267606,0.0563380281690141,0.028169014084507,0,0.0563380281690141,0.0563380281690141,0.154929577464789,0.0277795641070757,0.0277795641070757,0.0139862419747399,0.0413852161628543,0.054808236494995,0.0277795641070757,0,0.054808236494995,0.054808236494995,0.144039370222938
123,"the magnitude starship program widely appreciate it design extend life mar moon require time orbit current earth rocket combine yes if severe global recession dry capital availability liquidity lose billion starship bankruptcy still unlikely impossible go last recession only paranoid survive grove the problem need good mental information constantly come u critical first principle think course middle school who write run head be sure actually want it get fix suit need make high volume affordable cost much easy use we shift satellite orbit reduce probability collision not great terrible either station dragon shield ultra high velocity impact absorption suit hence high risk","2021-11-30",0.0139,0.0686274509803922,0.0392156862745098,0.0490196078431373,0.0784313725490196,0.00980392156862745,0.0196078431372549,0.0686274509803922,0.0294117647058824,0.0980392156862745,0.0392156862745098,0.0663750689448726,0.0384662808277961,0.0478560211776351,0.0755075525081451,0.00975617494536466,0.0194180858571015,0.0663750689448726,0.0289875368732522,0.0935260580108235,0.0384662808277961
124,"starship enable quantum leap deep space planetary science exactly","2021-12-01",0.0037,0,0,0,0,0,0,0,0.111111111111111,0,0.111111111111111,0,0,0,0,0,0,0,0.105360515657826,0,0.105360515657826
125,"law one side","2021-12-02",2e-04,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0.287682072451781,0,0
